变形客户号,加密后手机号,批次号,券类型编号,券数量
000000002BDA85D2DABF482FA61FD32E651432A5,429a5bcf41732b0508c682564e8000924dfbbb56bfe03a811d5ff94bd49dc311,V-20210917-01,2021091822,1
000000001B01631E9D224749BB168AACE3CE0C58,4c1c52b4e175c2ae00a9d2298a24e221223f60ff17dc814783e18e32303e4f2b,V-20210917-01,2021091822,1
000000006B18DE1CB9C94C35ADB3994AFBF4A358,465fe182ccfb55a3d45ae5e4470d206b0db6c36000993466cb71e4211f3f6332,V-20210917-01,2021091822,1
00000000490D963F24BC47379D6B06FB15791985,10505324b643d16752883947cabffdd560541e7e855aa8a6108b01017fe93b73,V-20210917-01,2021091822,1
384AF36129BBD7C7BA400A35B0E24F56C1855228,8b531196d6dfa27f95da268dcba9de5f2f5b9293bb045d6b9f22b7f2469d4952,V-20210917-01,2021091822,1
00000000CC698C9BB875482DA45DC3CAE0EBED61,563b4b398b3728d47d24a11ed029b10789ac03188448678af95ab1a4db9b096a,V-20210917-01,2021091822,1
000000002F24A7D2311F4B758C40394CD357612E,5166ddd65f58a25dd73e22dc884a83aa28e10891c8c3dded478e51a4a93ceab7,V-20210917-01,2021091822,1
00000000C29EE02146C74D319803E36A106039F8,cf2ce21f464b9f1de7af2d723245c0a6eb5443c50dc8be690377821408d664f6,V-20210917-01,2021091822,1
,e0618cc2188bc120bd84b6da348dfdb95d409108d877d93bd6d46327d58db13a,V-20210917-01,2021091822,1
0000000098B0F5C387944B93B394BF88DA237236,168eb79a0c748d0825ac305afa8d3e623e79a29f355967d3a856d2f3dc59dc78,V-20210917-01,2021091822,1
000000008B259232CD374D919B62188F3C8318B5,4f62a038c0342050e90d5958bd51c80d87f1249be4bc40fb83d32d48396ddbb0,V-20210917-01,2021091822,1
000000003C0CEF1ACC444252BD46B8907743EB34,3951662b13b964884d6ac85e7a39ce6875a0b2075342ae4d6025402165b5f7d7,V-20210917-01,2021091822,1
000000000FE4CC67E5F84FB1B3341D3586955D09,45b91cadaf6d8d62d314e9a7b19a587890d862c2dfb6d5d613f907e414b12e25,V-20210917-01,2021091822,1
000000000DC4C18F19E741758C66AB103B34FEEE,edec24adc99300f614ab35c23b8202cfba1330f2573decf5818ed3a8b978bc9f,V-20210917-01,2021091822,1
000000007347D204B15A4E34B9C4B70331AB6E97,b628fab4f40f42616e37ed3370612b1c58adbe9dfa6c34a0dff16871ae84b0f1,V-20210917-01,2021091822,1
000000003398C9686F874273A82E76BC30B0EC27,40518ae2acddf925512f813f67d268112718bf7bebfab698b73fb8c15fa9eb58,V-20210917-01,2021091822,1
000000005B72365A5FE84F01A600B1043C994DAA,b6774baedadb1c5d842763cd3c188610b08d07017a34508e2ab6945d95e7c782,V-20210917-01,2021091822,1
0000000096CE888E405C4143B1D7AF24038600EB,5370561f4e268dd0496b2e5f6a221ac7cd67c2305f1855777501652a654cf16a,V-20210917-01,2021091822,1
000000008B5A1212853041129535D0701BEDAF78,618f3416e097ff4ac3d7c0f88536425b84586f8fe511fddf1de3516c5665d856,V-20210917-01,2021091822,1
000000000666A6A03A9B4451A15B2369C114ADB3,a8066d3f6524c6a3ff55bdf812f976eb3d784f111bb54b57cef5718f1d8540a8,V-20210917-01,2021091822,1
,c55420514f8a1c4d801839410c9fc0312ac09ded245dd8721209afb0b60bb219,V-20210917-01,2021091822,1
000000004E4F5D503E9D45929F04418E24B1DEE0,0273d7cbf604f2a036d7b1bc579881dfa96b3ae22d7db8c2ef7e9122e385a87a,V-20210917-01,2021091822,1
0000000097FBCBAB00E942F69A7E7C9A520BCCD6,21402897beb3d08655ee5416470797e3a532d4f9d37d875acf089266e8f0b8e0,V-20210917-01,2021091822,1
00000000018392FB647143F8A5806623AB62B35B,8941d5c94de6dfb46b9230fa3ba8ce9888b5403829d5b2630b7f81bf7296e6b1,V-20210917-01,2021091822,1
0000000072AD8C1FF76A41F8A46FD637BD0DB035,8615bdf1ea6e1ce956f86b290b92df1ea3364792aa4b3cf1764f7a86d705ad2b,V-20210917-01,2021091822,1
000000006A621AED408347F68E114F61086F4BD6,3d6a42f0e0851b5927e83abc0543b6a523c3a488773daaafea5cf2ca915a2a88,V-20210917-01,2021091822,1
000000001F4B3FCD4B03413A91342ACD73A78BD7,45ea79d1c60be8cb5de6922c04207d722aa19a38866ac32f1c5e8aa073d9c7d6,V-20210917-01,2021091822,1
00000000B40902A8F690447C814B76F87F2F74F4,acdafe8e4ce4d9a699e6c864dd308b9840514b8720ec02e86a3855192070a2ac,V-20210917-01,2021091822,1
00000000F1A1DBBE623C45E88E196E915F58DE5D,f88633937b87a1bd1372e27b31a25f7ba20078337dbe51ed08e153dceb9df9a8,V-20210917-01,2021091822,1
00000000556602561E004A5DB9FBA6F70B28EE3D,d6c1952ccb3ea7cf76976b3c5ef0a3dcc84ddf90bb1ccc5b3592c0dcf9d3ef5a,V-20210917-01,2021091822,1
00000000924C1907A1564853A8A512D9994F727C,e1488503b6bf4b1153f1d873d4cedf13e558528e1828a744ad6ea37231e0bb0b,V-20210917-01,2021091822,1
00000000B21FD5BEEAAA4E0FA1D2DDF99852E3CD,1f8030f780782d41c97394878d591e6efe2c71c14b0b31d55a0c75c48d49266a,V-20210917-01,2021091822,1
00000000613667751ABC4F6AA11151855BBD698E,454ad9550e09bb8bc8d7ff9ef2a871d6d75da3c6b123cffc067b379763b69fb1,V-20210917-01,2021091822,1
00000000D2F5AF8E9FB344B88E293BADC4B42BFC,d1d83a4b5b9ce6c0616eaaa7da0a46aed80b6be121efe826fee4813f1942e329,V-20210917-01,2021091822,1
000000008BFEC602C3DF4B9994B024ACE641BF94,f7d82c5d4da0045c67bb0264e75265e72dc19292fca785c121a77bee55523711,V-20210917-01,2021091822,1
000000002E09346B002649C38058A33F4D99AFC5,6075e4251a8a47cd506db3f118263362480ef67694a31ff2d0f0710db9443c8e,V-20210917-01,2021091822,1
000000004E2FA180DAB14378B548AF2302EA2126,fbcf803440f3f311b949f5832de5d9c20793153e7bb2d6036e2ede70326076fa,V-20210917-01,2021091822,1
00000000B42B4410BEC7404C87FAF77CC42D497D,648ec8ba50b7099b0dae6d5728aed123a43b07163b13a47cf1388f0f5f38fc54,V-20210917-01,2021091822,1
000000008F3DB80934284058B58485815F8EA6CC,3e1fca67a2f607deb38360f8789422e2bb4510ef630363898a05c98c4f30ae11,V-20210917-01,2021091822,1
00000000E4A6FC380FCE48178F80A64C893D71AF,0a221ae7b59203a8757b6fb1e44c4af8023ab09fa3834d607480cc3c18e8f7bf,V-20210917-01,2021091822,1
00000000215ED442496546F8BBCF39978370A014,aa44ffeb1ef2325c2b4ffc655a1f9e9aba48324912d33e6b07792a18853ea295,V-20210917-01,2021091822,1
000000006E2B63C9EEFD4ADCA1650B16C3D87568,afa957eeb51ebaadde8b76d4828898af518603f1c53288fc171665ecd9b2f0bd,V-20210917-01,2021091822,1
00000000D37688118159458AA14ADB6E46E900DE,3cb9c868d361cf0724550d4125f88b7e15ee88112aa6ae453abc408909777334,V-20210917-01,2021091822,1
0000000000BEAF6445A74B58B7077B23DEBFC53C,e94a21fb32b00c5203205f58c848b51be980555d1f94c5b16240826e5a1eb04b,V-20210917-01,2021091822,1
000000005C37692634344967924BEBC3006F7393,b8f01f97ca41719a39570f186c5a7cc5ebab016bb706ac21cd00b51420434e45,V-20210917-01,2021091822,1
000000003C3D56AFD98E4D389F3F28625E32FFCE,2a205f4be775e3bb8ede2961b705046077138544841762f3bf85f6d663ac0331,V-20210917-01,2021091822,1
000000008EE1412F9FC14480B8CBEEFD1BA8AE2B,3311c9db619bd2a3a357200dcf7a739a16de2535ca54d3c605c6181f31b5376d,V-20210917-01,2021091822,1
0000000064C1C9A269434459BA72874A11E8370A,ae50e23090647a686df15f1407c6d369121850fc7fc1985afe4492ccd1c50639,V-20210917-01,2021091822,1
000000005BEA26187D7E428A8F7B9480A6703F3B,ff4a3d9efe0c6c2b4cfa479f9875cccbdaee3720990e5719323aabd2ebd8cc0a,V-20210917-01,2021091822,1
0000000044096AB89BEC445396FFDE4E0DD36060,c7dbad26459452a6e2df0afa52243d61af2a02de4bb35378335b6c739a1e8e88,V-20210917-01,2021091822,1
,68a16681caa01b1dbd89c24f4f019b02cceae77129d0277eacd7e4df4d0ea563,V-20210917-01,2021091822,1
00000000B4C89B6FF77A48F99E55215756591D4B,4d2274b968c0d9636f1eeada10bfb0ab4a89c21d845bc3893ce03275acb4685d,V-20210917-01,2021091822,1
00000000EACDE0336C4F440B86B7CB072C7D8115,77d31e765bbab0e3d84e66145eff92a3fdb6358ff97361e25e89ce866f0e685b,V-20210917-01,2021091822,1
00000000E8DA972685D74C6D8EC7DEE66012CA88,e76471cda38f5e3b829f8da842d3c37a7807318234abd98f044815e585960377,V-20210917-01,2021091822,1
00000000A5A1C508F4D7405BBB6CA536DF58BE14,08540437eb701ac7ccd4352cc8ab4ca103df2c582d851441aec99f3fe0b8f518,V-20210917-01,2021091822,1
00000000254EAE3F779F48FA92D1BB278AD01A47,53772f517cfeb1100679f5e3d76c100c2356e88e0fb7679846af6591a2137685,V-20210917-01,2021091822,1
0000000026030D79EBE94A80A31B0F7C6FF4FF0B,10dba0fb4f06997c9810c1d4fdcb5f5b450551bbb8c69fe2a3b5952ab921addf,V-20210917-01,2021091822,1
00000000A88EDF1DE624427A9D898CF83C9AB835,ed1dd5674b6546da2100a7ab715022bd3f7730bb50ccd52eb6cdf854ecd05c80,V-20210917-01,2021091822,1
00000000C545D9D572BD499293B63745AF2DDBD3,fa44efc6d7f82899e20e7b5a47a5e531da7e0f59b827acd71afd98a9e0938006,V-20210917-01,2021091822,1
000000008746AF2762184D78823A59997FFFD6E9,a94806ebf814fb60f8bd29dee8fa0e156e31470a8515be6d8857dd872ce3aa7f,V-20210917-01,2021091822,1
0000000073DC76FB42F241C3971EEA212CD23661,0d4a3d47e9f6519baaa8877e56b9f5fd2d933e8dd19c8102acb1555a460a950e,V-20210917-01,2021091822,1
00000000036E286512C14F81913AE77CF13A5ADB,10eb31243110520246126cd78ed44e705d1148112d5e5268437907702a0719f2,V-20210917-01,2021091822,1
0000000013BA430600CA4FDB907D693F4069F2CB,1c1a67805efd3884ce8222ff70863f44a38162c674b53e1e7bbc1756c22cb54d,V-20210917-01,2021091822,1
00000000FD5A8FF9FD0E479F84988DD1364C6A79,03cb0e04d14ad12db636175114a6ca2245ff3be535b172da1fd4c8f94ab1c244,V-20210917-01,2021091822,1
000000009FE0BEEC02D4431FBC020A123A560C14,e0af3da1ed9b126c0c79486fe940cd7d92622a945620c3c24ac66f30db64c86d,V-20210917-01,2021091822,1
00000000AB855272BBF84265948BA0EC3CB3B1E5,a4c99bf15e8e2f3475d7e622a836ee8b3af9cabfe17fc5b4b008e6354c336354,V-20210917-01,2021091822,1
,358c7f0d716d568b8b4c52f90c451d6639810af30e6ff89c8c7763ab891e7424,V-20210917-01,2021091822,1
00000000FB20FF76639E47C3B40A0F1B28442424,1e67b28db2d7daadbf7a6a2abb0f17e0e3a5f23d6c844d1f8990133ecc5c503b,V-20210917-01,2021091822,1
00000000F97322A277B343E7A0B9E003286C2ABE,4c5a21fb4b583a09c9db44b018f2df7fa22b6f6a045e22ceba79d71a69a30122,V-20210917-01,2021091822,1
000000005F1A6B1112F747EBA554B58581FBBDE4,c2f18fedb0531445eb7b1f70c82abbb4ed884d822ce338a71bf207162b0c0533,V-20210917-01,2021091822,1
00000000E3BE9AF35E6545E980828A0FA4AB705F,69821021a67fabcbeb57487b76df06817a05048b06bcaaec137c30852d314adb,V-20210917-01,2021091822,1
000000009F25DFDFC726441E93557E23A443AE6C,dec0d3d760fd120e229b5396bbeaf4f486ae3321e3e40ba9b1748d950e5d30ab,V-20210917-01,2021091822,1
0000000059FE276776964D7BB56924AF906574D7,eddac7e703d8c7f1f82b6bdb00f3904fdb71a6f94a1d4fbeed1d994951e9e49d,V-20210917-01,2021091822,1
000000007F439D7964404789B0A6DCA2862B4164,b8b863405916ab97205f145fc618b9cbefc854a06b09e744d3f35ed25fab9db3,V-20210917-01,2021091822,1
000000000B45E11760844EC58A2A26825070C124,442bc8e211388132aea9824d553c4a0cbcc6cc2b285d33ea449bc4a08563318c,V-20210917-01,2021091822,1
00000000374C858130BA4F28877D968E3AF50C15,1aaefe07eea8038b97c286cd4a573a280bed6a864b8976bcfd397f56b81fd6f7,V-20210917-01,2021091822,1
00000000B0C93910E25544B1B7B7234C7565C0CA,3a3917d9bf8101d07d6e932c4071bd3d4eaffbe49eccc70441d2926dee6b45b4,V-20210917-01,2021091822,1
000000006C7F3BA2BACE46EA818C48C25553EB0B,5acd40530224ff5d581827f7e9a036901c834113780356e83b3b082d7581eacb,V-20210917-01,2021091822,1
00000000DDA98D9D1EF7400DA7B8DF2016B4D8FE,f7666f36b9be7bf9a2ce3f48ec8e8ff2a4b750fa06a7ea76fa23c5afc20f944c,V-20210917-01,2021091822,1
00000000AF8DA8D283464BC9A02249C6AC389C10,10881d73dd94c715f6fdaec68e278ef89e08b5b1c2c8d93eb812bbdf957ca986,V-20210917-01,2021091822,1
000000002CC8FAEE5B9844E49CF3330C4BA7B235,1c39ca1f39a3e94fb1112a7ab4bfdbb5a1a2cdac708c0792944d07659fda8ea2,V-20210917-01,2021091822,1
00000000CE32E71150F643038D7C2E41BA255957,c7567852e60dca30bae9047efeb8e604894225abbadc389b679cf5f9dfa79e3e,V-20210917-01,2021091822,1
000000007DC618BF0C8549CC8E16749DC112F1DF,cfe4b5bdd16165250773775a3ca46fcc0173078d1d00476775f27bd5d17024c9,V-20210917-01,2021091822,1
000000007500391E667C47C4B8472EC8BEECF118,f619ce11c1490ca719a274e2ebd0fcaf2620fdcac46a69913e18c0f0177ed980,V-20210917-01,2021091822,1
000000005D1D395943D14BF38E84FEFE1F11C7B8,a1e21e3c8548b03ebcfa79a9f84c13325b4f06281bdcb9181dbcf15295889d4c,V-20210917-01,2021091822,1
000000000332147D104D4411AFA609734A8692D2,5d94b745d887d87cdf87a859e7d6373d086081c474d18a14412f06f9a505b669,V-20210917-01,2021091822,1
0000000095B541557E7145F79E7B001CF06E2979,2fb73c682443b84fe34a907a76313ad313c9d0c0da625ab8fb81b84ed08d1950,V-20210917-01,2021091822,1
000000002CFC13096ACD4F04BF84C32D7253860D,172dff69fc14aae86f2e2ec491425136c3e074b80b487aacc890fbae477aa9e7,V-20210917-01,2021091822,1
,1ab21d8355cfa17f8e61194831e81a8f22bec8c728fefb747ed035eb5082aa2b,V-20210917-01,2021091822,1
00000000F88431D60D8C4B90A59A88970CE0B338,45b3803394ef29f64490224c1c072354c70008eeeca40baea43c0e2901c58d6c,V-20210917-01,2021091822,1
00000000F9EA93D9626F461996ABF91C662FD942,137c67674dbcbb655bc3127ff16c9bb272dcf9d163d91dfa318a88481eb1db9e,V-20210917-01,2021091822,1
0000000022E49B90CFB544CB8E4CB125DB9BB909,47ba10b1b8f30d2dbedb7ade6430938728eff1af334c5ba9962d052799c7cfc5,V-20210917-01,2021091822,1
00000000B8E1C77A4F5E445894C1E2D384F7446A,9b6443d51642da6718d9eb4abbd4c8c7e9cd8e005bcf103f86b02970b9354fb9,V-20210917-01,2021091822,1
0000000030C6543FDC634B259D903B1F800E29DC,8e9ab9be20afab4536dffc85ef3b738630a382d603d6b112935df827ec4a8c30,V-20210917-01,2021091822,1
00000000B4E5F20E7D15416886E14E68BFD7FFBE,b419b1b83667988f5b615b1f21385eb5c585d20b923a26a22476e1d5c68cf6c8,V-20210917-01,2021091822,1
0000000029A3117F023F41FEA6D7932220883BC0,d478efbe8589fc2fe88a24c4c4888ae3c6ee80ffb173502ae1af6990700ef2c1,V-20210917-01,2021091822,1
,c66f287044c43f87bd3c3102c2f672df255e4010ffdb42c9b7fe6f373d0f6b67,V-20210917-01,2021091822,1
,94dd4403b8832e5684fbc480db1a5408402536fb9bc732fa929fe8261b80ee5e,V-20210917-01,2021091822,1
000000009AA37EB290CE44ECB2A82A5B33E05EB9,eda8e6d8e0ca32bcc9a320aea4743c181ea0accf298058a70444d0abfee80804,V-20210917-01,2021091822,1
00000000C6428865B5304829AEE507842990DC26,75b583169348729b166ab53f0998ca11dc4f2332f153a07006ac293e29ced666,V-20210917-01,2021091822,1
0000000020E221A5BCCB4F66A168AC79BC27161A,8377246271e061fc265453d10711e80f5295a1d239c97caa21b69c4fa220003a,V-20210917-01,2021091822,1
00000000F94EE83CC8DA4DAA976041648D970D64,113310407ba1a4f9c41eda1566d131d508ad0c1c44530fa8b2ac447fca762734,V-20210917-01,2021091822,1
00000000E3F3D1B4D23342ABB92C71CBCE7C4214,8891b885bf208a14ae3a11eaf864f9281921b66e0861ae79ddb53387508105dc,V-20210917-01,2021091822,1
,6507c849f1b26eb26d79d3ca94f99d284b4b7527ac78b925f77e8ccb7682b225,V-20210917-01,2021091822,1
00000000058E61CCDF6F4944A6CFA042AEB78342,b875c5ab33a09a19adb03a46490af017fdf702177bc96fa2b08e79c7e5f1008a,V-20210917-01,2021091822,1
00000000101EF919CBE54501B3EBC76AC2736B09,80d284fcf6547428bb2e18916f0f61fca25c9cfcbf00e38c3ae92a46d5924c45,V-20210917-01,2021091822,1
00000000DEF9A7F3C64446B2A98774476A4E44BD,3a3285276bc93d72c66ec2a5d9b09368ef0bb709726d1fd03865d0862ecba9c9,V-20210917-01,2021091822,1
00000000E5BE2475D3C84A58AB6E6F1D1805461A,ee9eba08d04b1adaa48112ec66e9f8b7ea288de3f427c51a88d37f0296a8c609,V-20210917-01,2021091822,1
000000008F7BC5EAE6E04FABA0E03064AE39363F,65c4dcd348d571d82b297457128e2f2457bd403beb172cb77c5bf827819f0755,V-20210917-01,2021091822,1
00000000DC70A674877E4CD684B8ACB3B162006D,d47f2cf0e893abf9655e0d1a93e315941229dea866618fb148b9232d141e2c33,V-20210917-01,2021091822,1
00000000DD1E50B065DE4D2C85BE585400D3FB8E,dc962cbaf2fc9258164fa00e5fe2a6f2f2d9998ebee4c67b2a5683cb38621db7,V-20210917-01,2021091822,1
000000002766433DFDA8428388B35C3370A30E59,14bac576484e39dad324883e78693f26ad5d0b55a32d102a7015b64279b5b5a7,V-20210917-01,2021091822,1
000000003BCF07139D894CB49C946F891AED41A5,02640931f9a068b46d24dda959fbec8b4c5b262f096829636cfd454356012ae4,V-20210917-01,2021091822,1
00000000850211CBCC8B473EA491625B72D40834,c7ac2a62ac10d65bb631e9a9c291d33671d57fa0728f93d24f8579a378dd3a9b,V-20210917-01,2021091822,1
000000000343F583054B4DAEA8C31172F89089B6,90a07b5f50676649ea414748611da589e28745b84889ead23aa6025fa9647698,V-20210917-01,2021091822,1
00000000592CCA53570746F8A4724CDEA66301D3,d701ad1ffdad9c57f2db8347c9f048e607be60eb30aef135099ee06de3c147ed,V-20210917-01,2021091822,1
00000000224B3DD5265345CDB6C4440372253E53,14645f13ee3e16076b6bb08992d1b522c2280b9da0a068f4efc093ae49cad59d,V-20210917-01,2021091822,1
00000000E3B194AD210F4FBDB296F2C77563F4E5,999952b2eb5814f369f88d6f3d4df5f700001ad657cdb0a632e4190d759c7ca4,V-20210917-01,2021091822,1
0000000014A2400C75124FCFB069818D346106F1,8af2437c4137c8d6b635603dc3843c16ff7d1da87531d2c80f62ff8d3e0648d3,V-20210917-01,2021091822,1
00000000CCA66958D4584466B2634B0916282957,16ed9896f898eb29cc12bb9b2afcfae7c80cecff11b39464f3bb9ead3508a0d8,V-20210917-01,2021091822,1
00000000E8A9A0A9EBD8412DAED6353C5D4B05AB,00e727801d90f8d9c82947851175ac7a0d1abf415901bac8e5cf1dae8ddadc07,V-20210917-01,2021091822,1
00000000415DFD47155940A4B5A6CE2A13C39F0A,dae1deaeae879240d904ff4d61c929311a6ddda74c8c833456e739c87d549bdb,V-20210917-01,2021091822,1
00000000B3240228A4CC4BF08CEB2D6D7455E5B8,7061dac967b8ce9f5f4372d93befc7a2a61fe72530f5b8062c9f94ba54892ddf,V-20210917-01,2021091822,1
000000005B83FEE01F3D48F99DB377B19061200F,09c66d3e4951a676b3c19285ace88b9ac275afedf0d1b2e99631d3282872ecfc,V-20210917-01,2021091822,1
000000005C5417A1EDB84FECBA9DE4795543D101,59944856a0fd264c74d7ba6d8e144ea49ccb04cd2bfbfb3fbcf546c6744c497f,V-20210917-01,2021091822,1
,b1007bb3620d31f4f36d197a34239b0c90982fa9a1e7b39726ed4c7d5a38a16f,V-20210917-01,2021091822,1
0000000096F73BF6F53D4420A41CFD2F05F1D1A6,3a5ffd2e70fb9b5e925996aa4496de7853bf369fd892440382764e6cf7dbd2ea,V-20210917-01,2021091822,1
00000000850833E1B63D4B8E9DE0FF029B7F1E6C,d06c92228d2a06516f706b4deb9c229423e9c740d55585d5e8406bb4dfcaac53,V-20210917-01,2021091822,1
0000000066AF8735DB324472AAAC4FE05EE5F5D4,ba858dbcc5f1704440784c6d7b87e0b3910bf25a6d3155227770e85d366dc064,V-20210917-01,2021091822,1
00000000A485EA4B93804D0BA517A79705F8C239,fee8d8b0b7811d07c01bdd1583cdb5c9b23f210c6290100dd014ed732acff38d,V-20210917-01,2021091822,1
000000005304E289503443B098893AE256988C46,46e3602bc53908e1646aa596b5047c9fe8002473bebf1fe15e4a9d3678dd85eb,V-20210917-01,2021091822,1
00000000F85182380201452FBBAB7046A46ED532,9da9def654f6d571ca7c9786442939c4077a45e20b95912721f18b2c1c7615d5,V-20210917-01,2021091822,1
00000000C5B5B4377C8C49ADB51D4CD8AAED7D8C,72f020936e804f507ba6f510a6310c3ba5842ac2a06242ec381cfc6fe78470ac,V-20210917-01,2021091822,1
000000002E5D4E675AC14B198B51839CF586BB32,fd0554e40f802d3dbc4f77733b97eab481ca71c1496a0c86fe2de79c7335b4d5,V-20210917-01,2021091822,1
00000000D80B92BD4A144B33BDE120BD445E49F8,4455b1d6095f0eb706e4b1f9d2688c08927d39285e42731ed7584872aaabb21c,V-20210917-01,2021091822,1
00000000CA4A142794F146F8B728A120B6EA1722,a7b718248f4506182a3c79bc703ee2728eb9054f61d50c659179d2fa2940db5c,V-20210917-01,2021091822,1
00000000B24590B4DF93496FA6FBBC8A2FA0D06E,f19f20ece5d8e2db6b3498050a03af80a11db54d9070092667b9984fcb7942ac,V-20210917-01,2021091822,1
